0 500000 495000 501499 
1 196342 193600 197953 
2 138059 135251 140194 
3 107803 105730 109038 
4 88658 86810 90513 
5 75867 73728 77308 
6 65964 64394 67801 
7 58436 56824 60591 
8 52512 50754 54672 
9 48077 45991 49549 
10 44340 41943 45604 
11 40722 38263 42561 
12 37803 35480 39716 
13 35269 32789 37277 
14 33085 30485 34983 
15 31072 28501 33123 
16 29730 26884 31446 
17 28040 25373 30169 
18 26716 23918 28454 
19 25619 22808 27139 
20 24222 21703 25565 
21 23057 20512 24328 
22 22132 19767 23489 
23 21212 18885 22698 
24 20132 17980 21663 
25 19314 17448 20884 
26 18400 16766 20172 
27 18166 15899 19500 
28 17862 15314 18728 
29 17237 14629 18136 
30 16664 14112 17520 
31 16330 13551 17082 
32 15926 13168 17011 
33 15237 12565 16524 
34 14893 12227 15910 
35 14511 11851 15503 
36 14150 11393 15000 
37 13802 11216 14758 
38 13530 10855 14380 
39 13508 10673 14235 
40 13137 10223 13874 
41 12877 9843 13623 
42 12399 9559 13566 
43 12052 9452 13280 
44 11682 9186 13016 
45 11479 9006 12743 
46 11358 8786 12578 
47 11150 8444 12237 
48 11146 8082 11959 
49 10798 7911 11450 
50 10710 7647 11310 
51 10375 7445 11346 
52 10222 7438 11218 
53 10001 7275 11024 
54 9897 7019 10792 
55 9716 6887 10834 
56 9549 6741 10672 
57 9466 6631 10509 
58 9360 6620 10420 
59 9362 6352 10329 
60 9337 6154 9956 
61 9141 6037 9850 
62 9055 6066 9610 
63 8980 5865 9523 
64 8747 5876 9331 
65 8661 5827 9211 
66 8537 5806 9286 
67 8425 5475 9083 
68 8230 5240 8988 
69 8152 5148 8946 
70 8110 4959 9088 
71 8080 4946 8994 
72 8007 4828 8862 
73 7991 4811 8961 
74 7871 4721 8974 
75 7580 4622 8750 
76 7366 4457 8610 
77 7212 4294 8498 
78 7018 4222 8410 
79 6910 4227 8203 
80 6772 4209 8032 
81 6530 4227 8051 
82 6547 4084 8007 
83 6441 4110 8062 
84 6510 4074 7816 
85 6367 3891 7778 
86 6280 3787 7559 
87 6196 3667 7593 
88 6103 3636 7499 
89 6007 3564 7371 
90 5824 3548 7310 
91 5761 3424 7267 
92 5797 3356 7211 
93 5738 3252 7213 
94 5658 3242 7137 
95 5549 3215 7165 
96 5560 3146 7104 
97 5557 3199 7055 
98 5509 3067 6891 
99 5545 3085 6828 
100 5520 3014 6699 
101 5448 2901 6671 
102 5363 2877 6528 
103 5358 2770 6567 
104 5317 2730 6499 
105 5266 2615 6338 
106 5152 2487 6427 
107 5027 2382 6484 
108 4985 2310 6399 
109 4850 2240 6340 
110 4837 2082 6435 
111 4934 2011 6334 
112 4903 1915 6245 
113 4849 1890 6284 
114 4776 1822 6158 
115 4803 1692 6048 
116 4882 1716 6118 
117 4887 1664 6221 
118 4889 1626 6183 
119 4721 1664 6249 
120 4675 1622 6150 
121 4615 1563 6082 
122 4615 1500 5913 
123 4654 1494 5734 
124 4674 1542 5664 
125 4697 1484 5703 
126 4649 1481 5588 
127 4684 1462 5546 
128 4618 1442 5701 
129 4410 1463 5568 
130 4390 1410 5520 
131 4348 1376 5619 
132 4269 1380 5537 
133 4177 1366 5584 
134 4275 1299 5510 
135 4352 1334 5481 
136 4310 1254 5345 
137 4303 1282 5372 
138 4295 1274 5352 
139 4299 1195 5278 
140 4164 1214 5225 
141 4013 1236 5208 
142 3908 1176 5088 
143 3915 1113 5085 
144 3896 1095 5017 
145 3901 1102 5060 
146 3862 1047 5011 
147 3762 1044 5061 
148 3698 1056 4972 
149 3649 1058 4845 
150 3772 1057 4802 
151 3652 1005 4802 
152 3633 948 4800 
153 3673 938 4778 
154 3671 878 4700 
155 3727 845 4640 
156 3737 912 4678 
157 3569 926 4613 
158 3594 922 4689 
159 3584 896 4658 
160 3545 911 4554 
161 3601 870 4454 
162 3538 912 4380 
163 3465 922 4398 
164 3555 874 4437 
165 3539 882 4446 
166 3562 880 4545 
167 3514 914 4547 
168 3468 908 4464 
169 3416 900 4478 
170 3403 903 4442 
171 3438 939 4436 
172 3419 944 4479 
173 3361 918 4379 
174 3273 962 4342 
175 3277 966 4305 
176 3285 956 4402 
177 3269 924 4281 
178 3250 828 4286 
179 3236 790 4283 
180 3163 778 4318 
181 3180 768 4245 
182 3113 738 4252 
183 3046 706 4304 
184 2982 718 4326 
185 2898 672 4386 
186 2880 640 4418 
187 2842 608 4403 
188 2815 626 4435 
189 2819 622 4322 
190 2848 622 4390 
191 2883 601 4424 
192 2950 601 4427 
193 3012 578 4404 
194 2973 576 4414 
195 2942 572 4403 
196 2998 592 4271 
197 3033 566 4235 
198 3063 564 4191 
199 2980 574 4273 
200 3014 572 4252 
201 3034 569 4212 
202 2981 576 4258 
203 3016 578 4183 
204 2960 542 4185 
205 2899 553 4181 
206 2872 556 4220 
207 2931 532 4199 
208 2891 500 4165 
209 2895 538 4147 
210 2792 518 4186 
211 2747 512 4248 
212 2869 504 4276 
213 2904 458 4223 
214 2909 470 4256 
215 2887 456 4164 
216 2914 510 4182 
217 2908 504 4175 
218 2861 484 4149 
219 2843 452 4150 
220 2849 445 3938 
221 2860 424 3831 
222 2882 390 3899 
223 2850 390 3870 
224 2877 392 3787 
225 2764 380 3782 
226 2690 364 3790 
227 2732 400 3752 
228 2769 380 3739 
229 2720 362 3757 
230 2654 364 3704 
231 2588 314 3669 
232 2607 318 3629 
233 2574 282 3503 
234 2576 276 3488 
235 2577 270 3472 
236 2564 242 3390 
237 2547 224 3343 
238 2581 206 3344 
239 2638 176 3272 
240 2614 191 3166 
241 2728 214 3152 
242 2760 224 3232 
243 2730 224 3217 
244 2742 224 3129 
245 2764 210 3083 
246 2734 194 3027 
247 2709 206 3067 
248 2750 212 3105 
249 2732 218 3099 
250 2797 216 3058 
251 2793 214 3008 
252 2665 222 3037 
253 2641 210 3053 
254 2542 184 3000 
255 2588 184 3045 
256 2491 180 3122 
257 2518 174 3051 
258 2485 184 3024 
259 2480 190 3046 
260 2417 182 3004 
261 2424 188 3029 
262 2417 182 3102 
263 2511 188 3125 
264 2552 166 3149 
265 2498 158 3074 
266 2432 170 3058 
267 2403 146 2928 
268 2415 180 2866 
269 2399 166 2793 
270 2423 148 2792 
271 2517 158 2761 
272 2529 138 2749 
273 2539 142 2758 
274 2414 142 2626 
275 2306 130 2686 
276 2270 136 2618 
277 2254 124 2680 
278 2195 134 2735 
279 2193 138 2597 
280 2162 124 2576 
281 2079 148 2546 
282 2045 152 2493 
283 2014 154 2434 
284 1979 142 2375 
285 1916 126 2380 
286 1974 130 2434 
287 1925 128 2450 
288 1913 120 2472 
289 1909 118 2449 
290 1858 124 2481 
291 1859 124 2531 
292 1922 106 2588 
293 1894 106 2596 
294 1904 98 2622 
295 1912 96 2593 
296 1813 96 2650 
297 1761 82 2571 
298 1718 68 2512 
299 1718 62 2459 
300 1728 54 2450 
301 1738 50 2502 
302 1677 48 2485 
303 1746 50 2498 
304 1751 60 2543 
305 1754 66 2560 
306 1670 62 2486 
307 1650 62 2405 
308 1527 64 2487 
309 1546 58 2436 
310 1514 52 2398 
311 1568 56 2420 
312 1559 54 2440 
313 1559 50 2513 
314 1512 44 2534 
315 1530 44 2540 
316 1508 46 2567 
317 1497 40 2652 
318 1434 34 2696 
319 1368 24 2824 
320 1286 26 2795 
321 1295 26 2783 
322 1314 14 2850 
323 1292 12 2915 
324 1284 10 2864 
325 1275 10 2889 
326 1306 8 2731 
327 1234 4 2724 
328 1232 6 2758 
329 1228 8 2664 
330 1162 6 2708 
331 1099 4 2718 
332 1114 4 2691 
333 1132 2 2689 
334 1115 4 2671 
335 1051 2 2634 
336 1069 2 2574 
337 1062 2 2548 
338 1010 4 2545 
339 1026 2 2582 
340 1046 0 2578 
341 1018 0 2573 
342 1014 0 2499 
343 996 0 2529 
344 1010 0 2524 
345 1050 0 2568 
346 1036 0 2615 
347 1011 0 2612 
348 986 0 2560 
349 998 0 2609 
350 1068 0 2586 
351 1070 0 2600 
352 1063 0 2557 
353 1146 0 2575 
354 1120 0 2543 
355 1054 0 2549 
356 1010 0 2547 
357 1014 0 2497 
358 944 0 2524 
359 922 0 2478 
360 896 0 2438 
361 921 0 2423 
362 969 0 2348 
363 951 0 2302 
364 978 0 2331 
365 945 0 2344 
366 914 0 2376 
367 895 0 2318 
368 904 0 2296 
369 866 0 2295 
370 856 0 2281 
371 900 0 2219 
372 894 0 2294 
373 918 0 2316 
374 882 0 2365 
375 874 0 2339 
376 892 0 2408 
377 905 0 2418 
378 888 0 2335 
379 888 0 2247 
380 860 0 2244 
381 828 0 2225 
382 809 0 2255 
383 795 0 2226 
384 800 0 2230 
385 794 0 2243 
386 797 0 2248 
387 798 0 2253 
388 802 0 2233 
389 840 0 2224 
390 828 0 2212 
391 812 0 2241 
392 786 0 2223 
393 780 0 2145 
394 758 0 2142 
395 674 0 2106 
396 682 0 2088 
397 672 0 2004 
398 692 0 2049 
399 696 0 2080 
400 674 0 2113 
401 670 0 2052 
402 688 0 2031 
403 660 0 2049 
404 650 0 1977 
405 637 0 1967 
406 606 0 2076 
407 610 0 2009 
408 632 0 2017 
409 613 0 2067 
410 562 0 2086 
411 548 0 1963 
412 509 0 1934 
413 542 0 1907 
414 514 0 1870 
415 522 0 1843 
416 528 0 1869 
417 532 0 1908 
418 488 0 1934 
419 530 0 1934 
420 530 0 1956 
421 538 0 1981 
422 502 0 1936 
423 472 0 2002 
424 478 0 1953 
425 466 0 1944 
426 464 0 1881 
427 490 0 1879 
428 516 0 1902 
429 534 0 1966 
430 561 0 1959 
431 588 0 1951 
432 598 0 1964 
433 542 0 1941 
434 550 0 2018 
435 540 0 1940 
436 540 0 1905 
437 524 0 1903 
438 518 0 1880 
439 526 0 1874 
440 524 0 1925 
441 526 0 1889 
442 490 0 1881 
443 462 0 1890 
444 444 0 1920 
445 442 0 1916 
446 442 0 1840 
447 428 0 1796 
448 436 0 1797 
449 434 0 1807 
450 426 0 1772 
451 430 0 1788 
452 426 0 1791 
453 446 0 1749 
454 434 0 1818 
455 458 0 1764 
456 416 0 1746 
457 410 0 1714 
458 376 0 1665 
459 392 0 1692 
460 422 0 1700 
461 396 0 1685 
462 384 0 1723 
463 372 0 1742 
464 396 0 1698 
465 434 0 1796 
466 460 0 1826 
467 444 0 1811 
468 440 0 1772 
469 436 0 1766 
470 436 0 1778 
471 438 0 1793 
472 428 0 1751 
473 428 0 1817 
474 444 0 1773 
475 422 0 1777 
476 404 0 1796 
477 406 0 1796 
478 395 0 1820 
479 384 0 1922 
480 390 0 1920 
481 398 0 1954 
482 364 0 1935 
483 388 0 1848 
484 396 0 1864 
485 426 0 1876 
486 450 0 1868 
487 426 0 1946 
488 428 0 1968 
489 420 0 1909 
490 438 0 1818 
491 444 0 1804 
492 434 0 1824 
493 448 0 1839 
494 446 0 1741 
495 498 0 1707 
496 468 0 1705 
497 476 0 1683 
498 472 0 1642 
499 491 0 1659 
500 502 0 1686 
501 490 0 1673 
502 520 0 1674 
503 527 0 1689 
504 546 0 1744 
505 500 0 1732 
506 535 0 1768 
507 514 0 1821 
508 502 0 1816 
509 514 0 1841 
510 504 0 1868 
511 520 0 1923 
512 534 0 1917 
513 518 0 1883 
514 538 0 1951 
515 546 0 1906 
516 494 0 1896 
517 492 0 1886 
518 466 0 1881 
519 486 0 1890 
520 530 0 1829 
521 532 0 1814 
522 522 0 1763 
523 524 0 1764 
524 564 0 1738 
525 554 0 1780 
526 552 0 1866 
527 560 0 1793 
528 524 0 1732 
529 546 0 1683 
530 518 0 1698 
531 544 0 1669 
532 532 0 1624 
533 532 0 1562 
534 536 0 1622 
535 550 0 1640 
536 528 0 1633 
537 548 0 1717 
538 526 0 1785 
539 598 0 1850 
540 594 0 1859 
541 600 0 1886 
542 596 0 1836 
543 550 0 1836 
544 543 0 1724 
545 540 0 1686 
546 518 0 1730 
547 522 0 1786 
548 494 0 1794 
549 512 0 1752 
550 514 0 1677 
551 510 0 1660 
552 538 0 1728 
553 568 0 1696 
554 590 0 1661 
555 580 0 1622 
556 536 0 1549 
557 544 0 1531 
558 535 0 1567 
559 512 0 1556 
560 534 0 1604 
561 546 0 1596 
562 532 0 1554 
563 510 0 1556 
564 524 0 1534 
565 536 0 1519 
566 506 0 1435 
567 506 0 1430 
568 483 0 1442 
569 526 0 1497 
570 532 0 1507 
571 482 0 1480 
572 468 0 1520 
573 478 0 1505 
574 442 0 1547 
575 430 0 1516 
576 410 0 1504 
577 408 0 1522 
578 394 0 1502 
579 428 0 1558 
580 432 0 1613 
581 448 0 1607 
582 474 0 1633 
583 466 0 1618 
584 478 0 1647 
585 500 0 1620 
586 476 0 1580 
587 456 0 1560 
588 470 0 1556 
589 510 0 1534 
590 478 0 1524 
591 496 0 1596 
592 508 0 1608 
593 480 0 1571 
594 492 0 1686 
595 488 0 1755 
596 504 0 1754 
597 548 0 1785 
598 548 0 1800 
599 566 0 1703 
600 628 0 1710 
601 592 0 1742 
602 582 0 1768 
603 628 0 1834 
604 618 0 1905 
605 628 0 1906 
606 638 0 1820 
607 622 0 1850 
608 582 0 1922 
609 566 0 1998 
610 576 0 2016 
611 560 0 1962 
612 572 0 2039 
613 584 0 2073 
614 564 0 2064 
615 502 0 2018 
616 510 0 2063 
617 520 0 2009 
618 554 0 2000 
619 530 0 2004 
620 550 0 2020 
621 534 0 2035 
622 513 0 2016 
623 535 0 2052 
624 498 0 2128 
625 510 0 2176 
626 536 0 2214 
627 542 0 2198 
628 568 0 2160 
629 572 0 2183 
630 542 0 2081 
631 578 0 2103 
632 596 0 2114 
633 592 0 2137 
634 640 0 2132 
635 662 0 2119 
636 702 0 2161 
637 712 0 2122 
638 688 0 2116 
639 738 0 2108 
640 778 0 2170 
641 754 0 2140 
642 776 0 2142 
643 774 0 2071 
644 768 0 2040 
645 758 0 2047 
646 794 0 2032 
647 750 0 2008 
648 757 0 2078 
649 702 0 2016 
650 668 0 1944 
651 644 0 1903 
652 628 0 1864 
653 640 0 1930 
654 641 0 1952 
655 596 0 2050 
656 604 0 2006 
657 594 0 2022 
658 536 0 1948 
659 488 0 1934 
660 496 0 1914 
661 476 0 1916 
662 468 0 1976 
663 470 0 2048 
664 496 0 2086 
665 466 0 2112 
666 422 0 2013 
667 422 0 1916 
668 424 0 1991 
669 418 0 1950 
670 414 0 1937 
671 430 0 1982 
672 436 0 2008 
673 408 0 2014 
674 384 0 1926 
675 398 0 1932 
676 434 0 1938 
677 472 0 1880 
678 480 0 1874 
679 480 0 1851 
680 448 0 1848 
681 438 0 1888 
682 426 0 1921 
683 414 0 1938 
684 436 0 1960 
685 488 0 1992 
686 464 0 1940 
687 470 0 1976 
688 450 0 1931 
689 432 0 1948 
690 416 0 1998 
691 398 0 2020 
692 436 0 2072 
693 444 0 2077 
694 414 0 2045 
695 396 0 2005 
696 395 0 2042 
697 398 0 1984 
698 380 0 1984 
699 372 0 1974 
700 386 0 2021 
701 366 0 2058 
702 352 0 2091 
703 370 0 2117 
704 396 0 2086 
705 398 0 2060 
706 404 0 2120 
707 380 0 2074 
708 376 0 2060 
709 336 0 2046 
710 338 0 1980 
711 344 0 1878 
712 366 0 1876 
713 386 0 1833 
714 344 0 1815 
715 340 0 1848 
716 328 0 1838 
717 330 0 1868 
718 296 0 1956 
719 318 0 1961 
720 302 0 1929 
721 304 0 1973 
722 262 0 1969 
723 260 0 1947 
724 244 0 1934 
725 224 0 1919 
726 210 0 1862 
727 170 0 1836 
728 168 0 1950 
729 180 0 1971 
730 190 0 1973 
731 202 0 1930 
732 212 0 1975 
733 194 0 1940 
734 190 0 1961 
735 188 0 1994 
736 180 0 2014 
737 184 0 1984 
738 204 0 1972 
739 220 0 2043 
740 210 0 2161 
741 194 0 2129 
742 208 0 2128 
743 182 0 2123 
744 180 0 2004 
745 174 0 2037 
746 176 0 2006 
747 172 0 2003 
748 168 0 2010 
749 148 0 1937 
750 152 0 1952 
751 164 0 1942 
752 150 0 1937 
753 168 0 1965 
754 178 0 1916 
755 202 0 1856 
756 218 0 1881 
757 198 0 1964 
758 212 0 2029 
759 208 0 2047 
760 212 0 2021 
761 224 0 2007 
762 242 0 1991 
763 256 0 2044 
764 278 0 2036 
765 276 0 2017 
766 264 0 2028 
767 262 0 2045 
768 286 0 2103 
769 258 0 2061 
770 254 0 2076 
771 258 0 2041 
772 272 0 1985 
773 270 0 1954 
774 272 0 1950 
775 268 0 1910 
776 260 0 1920 
777 286 0 1958 
778 328 0 1994 
779 326 0 1985 
780 324 0 2074 
781 322 0 2073 
782 298 0 2063 
783 264 0 2026 
784 246 0 2103 
785 236 0 2030 
786 226 0 2064 
787 220 0 2110 
788 216 0 2020 
789 248 0 2005 
790 226 0 2020 
791 216 0 2070 
792 206 0 2046 
793 194 0 2055 
794 204 0 2064 
795 196 0 2079 
796 186 0 2044 
797 174 0 2087 
798 180 0 2170 
799 164 0 2172 
800 172 0 2148 
801 186 0 2167 
802 158 0 2118 
803 162 0 2142 
804 156 0 2146 
805 158 0 2101 
806 168 0 2082 
807 168 0 2157 
808 152 0 2250 
809 180 0 2172 
810 182 0 2216 
811 186 0 2121 
812 168 0 2160 
813 186 0 2152 
814 182 0 2114 
815 202 0 2091 
816 198 0 2093 
817 214 0 2103 
818 224 0 2100 
819 212 0 2102 
820 210 0 2106 
821 234 0 2040 
822 232 0 1988 
823 220 0 1966 
824 246 0 1912 
825 260 0 2006 
826 262 0 2021 
827 262 0 2070 
828 250 0 2034 
829 262 0 2040 
830 250 0 2014 
831 250 0 2052 
832 246 0 2041 
833 224 0 2006 
834 212 0 1997 
835 214 0 2030 
836 202 0 2059 
837 202 0 2069 
838 192 0 2125 
839 206 0 2059 
840 196 0 2077 
841 190 0 2127 
842 194 0 2215 
843 202 0 2218 
844 208 0 2264 
845 248 0 2198 
846 272 0 2272 
847 294 0 2210 
848 266 0 2197 
849 256 0 2234 
850 256 0 2222 
851 268 0 2194 
852 272 0 2071 
853 238 0 2120 
854 244 0 2166 
855 274 0 2235 
856 274 0 2142 
857 286 0 2215 
858 284 0 2203 
859 308 0 2154 
860 290 0 2165 
861 294 0 2105 
862 304 0 2127 
863 296 0 2144 
864 294 0 2111 
865 274 0 2076 
866 262 0 2056 
867 282 0 2119 
868 284 0 2117 
869 312 0 2122 
870 319 0 2131 
871 322 0 2168 
872 306 0 2241 
873 328 0 2282 
874 334 0 2224 
875 338 0 2218 
876 362 0 2252 
877 360 0 2271 
878 394 0 2201 
879 358 0 2211 
880 362 0 2228 
881 382 0 2165 
882 420 0 2190 
883 408 0 2168 
884 380 0 2106 
885 394 0 2040 
886 400 0 1960 
887 394 0 1877 
888 384 0 1862 
889 368 0 1783 
890 380 0 1851 
891 362 0 1847 
892 368 0 1902 
893 362 0 1903 
894 360 0 1985 
895 380 0 1990 
896 352 0 1940 
897 362 0 1847 
898 382 0 1868 
899 384 0 1884 
900 372 0 1924 
901 338 0 1858 
902 340 0 1884 
903 328 0 1829 
904 342 0 1805 
905 354 0 1820 
906 332 0 1776 
907 312 0 1814 
908 300 0 1809 
909 278 0 1825 
910 304 0 1859 
911 268 0 1863 
912 274 0 1878 
913 294 0 1868 
914 288 0 1900 
915 292 0 1843 
916 308 0 1766 
917 290 0 1764 
918 300 0 1780 
919 280 0 1828 
920 286 0 1887 
